HIV : Validation Results
=========================================

err = 657, warn = 641, info = 2287
$--
Generated $--. FHIR version $-- for smart.who.int.hiv#$-- (canonical = http://smart.who.int/hiv)
 Build Errors : 56 / 4 / 0
 /github/workspace/fsh-generated/resources/ActivityDefinition-HIVB9DTScheduleFollowUp : 0 / 0 / 1
 /github/workspace/fsh-generated/resources/ActorDefinition-Client : 0 / 1 / 2
 /github/workspace/fsh-generated/resources/ActorDefinition-CommunityHealthWorker : 0 / 1 / 2
 /github/workspace/fsh-generated/resources/ActorDefinition-DataEntryClerk : 0 / 1 / 2
 /github/workspace/fsh-generated/resources/ActorDefinition-DistrictHealthInformationOfficer : 0 / 1 / 2
 /github/workspace/fsh-generated/resources/ActorDefinition-KeyPopulations : 0 / 1 / 2
 /github/workspace/fsh-generated/resources/ActorDefinition-LabTechnician : 0 / 1 / 2
 /github/workspace/fsh-generated/resources/ActorDefinition-Nurse : 0 / 1 / 2
 /github/workspace/fsh-generated/resources/ActorDefinition-Pharmacist : 0 / 1 / 2
 /github/workspace/fsh-generated/resources/ActorDefinition-Physician : 0 / 1 / 2
 /github/workspace/fsh-generated/resources/ActorDefinition-SpecialPopulationClient : 0 / 1 / 2
 /github/workspace/fsh-generated/resources/ActorDefinition-SpecialistMedicalDoctor : 0 / 1 / 2
 /github/workspace/fsh-generated/resources/ActorDefinition-TrainedLayProvider : 0 / 1 / 2
 /github/workspace/fsh-generated/resources/ActorDefinition-TrainedNonPhysicianClinician : 0 / 1 / 2
 /github/workspace/fsh-generated/resources/CodeSystem-HIVConcepts : 0 / 17 / 4
 /github/workspace/fsh-generated/resources/ImplementationGuide-smart.who.int.hiv : 0 / 0 / 4
 /github/workspace/fsh-generated/resources/Library-HIVB2DTLogic : 14 / 904 / 11
 /github/workspace/fsh-generated/resources/Library-HIVB7DTLogic : 5 / 26 / 11
 /github/workspace/fsh-generated/resources/Library-HIVB9DTLogic : 40 / 904 / 11
 /github/workspace/fsh-generated/resources/Library-HIVCommon : 5 / 143 / 11
 /github/workspace/fsh-generated/resources/Library-HIVConcepts : 2 / 0 / 11
 /github/workspace/fsh-generated/resources/Library-HIVConceptsCustom : 5 / 0 / 11
 /github/workspace/fsh-generated/resources/Library-HIVElements : 2 / 950 / 11
 /github/workspace/fsh-generated/resources/Library-HIVEncounterElements : 5 / 758 / 11
 /github/workspace/fsh-generated/resources/Library-HIVIND11Logic : 6 / 145 / 11
 /github/workspace/fsh-generated/resources/Library-HIVIND12Logic : 6 / 145 / 11
 /github/workspace/fsh-generated/resources/Library-HIVIND13Logic : 5 / 146 / 11
 /github/workspace/fsh-generated/resources/Library-HIVIND14Logic : 5 / 145 / 11
 /github/workspace/fsh-generated/resources/Library-HIVIND15Logic : 5 / 147 / 11
 /github/workspace/fsh-generated/resources/Library-HIVIND16Logic : 5 / 147 / 11
 /github/workspace/fsh-generated/resources/Library-HIVIND18Logic : 5 / 148 / 11
 /github/workspace/fsh-generated/resources/Library-HIVIND19Logic : 5 / 155 / 11
 /github/workspace/fsh-generated/resources/Library-HIVIND20Logic : 5 / 151 / 11
 /github/workspace/fsh-generated/resources/Library-HIVIND21Logic : 5 / 155 / 11
 /github/workspace/fsh-generated/resources/Library-HIVIND22Logic : 5 / 154 / 11
 /github/workspace/fsh-generated/resources/Library-HIVIND24Logic : 5 / 148 / 11
 /github/workspace/fsh-generated/resources/Library-HIVIND25Logic : 5 / 146 / 11
 /github/workspace/fsh-generated/resources/Library-HIVIND27Logic : 5 / 146 / 11
 /github/workspace/fsh-generated/resources/Library-HIVIND28Logic : 5 / 150 / 11
 /github/workspace/fsh-generated/resources/Library-HIVIND29Logic : 6 / 148 / 11
 /github/workspace/fsh-generated/resources/Library-HIVIND2Logic : 5 / 149 / 11
 /github/workspace/fsh-generated/resources/Library-HIVIND30Logic : 5 / 146 / 11
 /github/workspace/fsh-generated/resources/Library-HIVIND31Logic : 6 / 146 / 11
 /github/workspace/fsh-generated/resources/Library-HIVIND32Logic : 5 / 147 / 11
 /github/workspace/fsh-generated/resources/Library-HIVIND33Logic : 5 / 146 / 11
 /github/workspace/fsh-generated/resources/Library-HIVIND34Logic : 5 / 146 / 11
 /github/workspace/fsh-generated/resources/Library-HIVIND35Logic : 5 / 150 / 11
 /github/workspace/fsh-generated/resources/Library-HIVIND37Logic : 6 / 145 / 11
 /github/workspace/fsh-generated/resources/Library-HIVIND38Logic : 6 / 145 / 11
 /github/workspace/fsh-generated/resources/Library-HIVIND39Logic : 6 / 145 / 11
 /github/workspace/fsh-generated/resources/Library-HIVIND3Logic : 5 / 153 / 11
 /github/workspace/fsh-generated/resources/Library-HIVIND40Logic : 6 / 145 / 11
 /github/workspace/fsh-generated/resources/Library-HIVIND41Logic : 6 / 145 / 11
 /github/workspace/fsh-generated/resources/Library-HIVIND42Logic : 6 / 145 / 11
 /github/workspace/fsh-generated/resources/Library-HIVIND43Logic : 6 / 145 / 11
 /github/workspace/fsh-generated/resources/Library-HIVIND44Logic : 6 / 145 / 11
 /github/workspace/fsh-generated/resources/Library-HIVIND45Logic : 6 / 145 / 11
 /github/workspace/fsh-generated/resources/Library-HIVIND46Logic : 6 / 145 / 11
 /github/workspace/fsh-generated/resources/Library-HIVIND47Logic : 6 / 145 / 11
 /github/workspace/fsh-generated/resources/Library-HIVIND48Logic : 6 / 145 / 11
 /github/workspace/fsh-generated/resources/Library-HIVIND49Logic : 6 / 145 / 11
 /github/workspace/fsh-generated/resources/Library-HIVIND4Logic : 5 / 146 / 11
 /github/workspace/fsh-generated/resources/Library-HIVIND50Logic : 6 / 145 / 11
 /github/workspace/fsh-generated/resources/Library-HIVIND51Logic : 6 / 145 / 11
 /github/workspace/fsh-generated/resources/Library-HIVIND52Logic : 6 / 145 / 11
 /github/workspace/fsh-generated/resources/Library-HIVIND53Logic : 6 / 145 / 11
